LoanID,DisbursedAmount,TermMonths,InterestRate,AnnualTurnover,DSCR,BureauScore,Sector,CollateralValue,PastDelinquencies,YearsInBusiness,LoanPurpose,State,ProprietorGender,MonthsOnBook,Defaulted
MSME100178,233000.0,24,8.0,354000.0,1.19,753,Manufacturing,304000.0,1,14.4,Emergency funds after delayed receivables from buyers,Maharashtra,Female,5,0
MSME100179,945000.0,12,10.66,4553000.0,1.4,740,IT Services,643000.0,1,6.6,Working capital for raw material procurement,Uttar Pradesh,Male,5,0
MSME100180,1173000.0,12,12.09,1834000.0,0.97,676,Retail Trade,1942000.0,0,15.3,Open a second retail outlet in the district,Maharashtra,Male,6,0
MSME100181,1404000.0,36,12.63,4706000.0,1.93,596,Manufacturing,1330000.0,0,4.1,Working capital for raw material procurement,Gujarat,Female,1,0
MSME100182,767000.0,36,16.6,4435000.0,1.24,728,Retail Trade,1083000.0,2,8.3,Emergency funds after delayed receivables from buyers,Gujarat,Male,56,0
MSME100183,514000.0,48,14.43,787000.0,1.3,695,IT Services,814000.0,1,2.3,Purchase of new machinery to expand production capacity,Punjab,Male,27,0
MSME100184,289000.0,24,11.7,1397000.0,1.1,662,Retail Trade,152000.0,0,10.0,Expand textile weaving unit with additional looms,Karnataka,Male,55,0
MSME100185,1430000.0,12,10.86,5835000.0,1.87,683,Food Processing,1806000.0,1,1.3,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,27,0
MSME100186,93000.0,60,14.2,350000.0,1.33,678,Retail Trade,143000.0,1,3.2,Emergency funds after delayed receivables from buyers,Karnataka,Female,9,1
MSME100187,233000.0,24,12.07,878000.0,2.22,606,Manufacturing,278000.0,0,10.6,Expand textile weaving unit with additional looms,Maharashtra,Female,29,0
MSME100188,690000.0,60,13.33,4072000.0,1.62,719,Agriculture,455000.0,0,6.4,Emergency funds after delayed receivables from buyers,West Bengal,Female,56,1
MSME100189,250000.0,48,14.05,1278000.0,1.29,546,Logistics,297000.0,1,2.2,Expand textile weaving unit with additional looms,Karnataka,Female,11,1
MSME100190,238000.0,24,10.9,787000.0,1.49,732,Retail Trade,294000.0,0,6.5,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Male,1,0
MSME100191,306000.0,24,13.87,1504000.0,1.3,668,Manufacturing,361000.0,1,0.3,Working capital for raw material procurement,Tamil Nadu,Female,22,1
MSME100192,350000.0,36,18.1,1157000.0,0.57,691,Construction,548000.0,1,6.8,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,35,0
MSME100193,213000.0,36,15.66,1099000.0,0.52,685,Manufacturing,313000.0,0,4.6,Open a second retail outlet in the district,Uttar Pradesh,Male,46,1
MSME100194,1219000.0,60,15.16,6013000.0,1.15,672,Manufacturing,1452000.0,0,4.7,Refinance existing high-interest debt and consolidate dues,Kerala,Female,12,0
MSME100195,173000.0,48,14.83,321000.0,0.99,698,Manufacturing,255000.0,2,1.5,Expand textile weaving unit with additional looms,Karnataka,Male,10,0
MSME100196,453000.0,36,12.11,939000.0,0.64,651,Retail Trade,258000.0,0,3.9,Working capital for raw material procurement,Punjab,Male,2,0
MSME100197,120000.0,60,14.84,644000.0,1.64,698,Manufacturing,136000.0,1,10.9,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Female,24,0
MSME100198,859000.0,12,11.36,2479000.0,0.84,658,IT Services,1228000.0,2,6.1,Emergency funds after delayed receivables from buyers,Gujarat,Male,49,0
MSME100199,847000.0,84,16.22,4333000.0,1.82,777,Manufacturing,777000.0,1,6.7,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,50,0
MSME100200,562000.0,36,11.5,1360000.0,1.19,764,Retail Trade,186000.0,0,2.1,Expand textile weaving unit with additional looms,Tamil Nadu,Female,59,0
MSME100201,305000.0,60,15.02,1159000.0,2.0,722,Retail Trade,330000.0,0,1.5,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Male,29,0
MSME100202,776000.0,24,16.29,1224000.0,2.38,791,Retail Trade,1201000.0,0,6.5,Upgrade delivery fleet and cold-storage units,West Bengal,Female,1,0
MSME100203,312000.0,24,14.54,692000.0,1.38,640,IT Services,170000.0,1,4.9,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,31,0
MSME100204,1125000.0,48,16.14,2897000.0,0.38,832,Retail Trade,725000.0,0,8.9,Expand textile weaving unit with additional looms,Karnataka,Male,15,0
MSME100205,632000.0,36,15.02,3758000.0,1.19,754,Logistics,864000.0,1,5.8,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,35,0
MSME100206,249000.0,12,13.86,404000.0,1.07,706,Retail Trade,298000.0,0,8.0,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,24,0
MSME100207,899000.0,12,10.56,4436000.0,0.8,649,Agriculture,837000.0,1,0.8,Open a second retail outlet in the district,Gujarat,Female,36,1
MSME100208,385000.0,60,17.11,793000.0,1.21,745,IT Services,220000.0,0,7.9,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,53,0
MSME100209,264000.0,36,8.0,573000.0,2.11,638,Construction,174000.0,1,2.0,Open a second retail outlet in the district,Kerala,Male,41,0
MSME100210,2295000.0,24,11.15,10224000.0,1.63,636,Textiles,566000.0,1,4.8,Emergency funds after delayed receivables from buyers,Maharashtra,Male,58,1
MSME100211,900000.0,24,13.76,3637000.0,1.51,644,Retail Trade,341000.0,1,11.2,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,9,1
MSME100212,632000.0,48,11.98,1347000.0,1.59,748,Retail Trade,710000.0,0,3.3,Upgrade delivery fleet and cold-storage units,Punjab,Male,24,0
MSME100213,170000.0,36,11.18,601000.0,0.87,747,Construction,192000.0,0,1.1,Purchase of new machinery to expand production capacity,West Bengal,Male,47,0
MSME100214,1040000.0,24,11.46,4062000.0,1.77,699,Textiles,771000.0,0,7.8,Upgrade delivery fleet and cold-storage units,Punjab,Male,11,0
MSME100215,509000.0,24,14.1,880000.0,2.38,636,Retail Trade,137000.0,0,6.9,Refinance existing high-interest debt and consolidate dues,West Bengal,Male,58,0
MSME100216,1021000.0,24,9.98,5619000.0,2.04,633,IT Services,817000.0,2,4.0,Refinance existing high-interest debt and consolidate dues,West Bengal,Female,44,0
MSME100217,773000.0,24,13.11,4063000.0,2.54,692,Textiles,823000.0,0,0.7,Open a second retail outlet in the district,Punjab,Female,29,0
MSME100218,306000.0,48,13.31,528000.0,1.87,671,Manufacturing,253000.0,0,10.1,Purchase of new machinery to expand production capacity,Kerala,Male,30,0
MSME100219,2530000.0,36,14.08,4897000.0,2.25,578,Food Processing,847000.0,0,1.3,Expand textile weaving unit with additional looms,Kerala,Female,48,1
MSME100220,1074000.0,48,9.98,2976000.0,1.38,698,Textiles,332000.0,2,3.1,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Female,55,0
MSME100221,1282000.0,24,15.11,3671000.0,1.33,674,Construction,1987000.0,1,10.8,Refinance existing high-interest debt and consolidate dues,Punjab,Male,54,0
MSME100222,475000.0,84,13.22,2556000.0,1.32,690,Textiles,103000.0,0,3.4,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,44,1
MSME100223,527000.0,48,14.66,2413000.0,1.19,736,Food Processing,352000.0,0,6.7,Emergency funds after delayed receivables from buyers,Punjab,Male,45,0
MSME100224,748000.0,24,12.09,1342000.0,0.91,614,Logistics,878000.0,0,0.3,Refinance existing high-interest debt and consolidate dues,Gujarat,Male,3,0
MSME100225,230000.0,84,16.09,620000.0,1.69,662,Retail Trade,403000.0,0,4.9,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Female,55,0
MSME100226,270000.0,84,11.2,903000.0,0.73,684,Construction,343000.0,1,4.7,Emergency funds after delayed receivables from buyers,West Bengal,Male,17,0
MSME100227,269000.0,60,16.49,1579000.0,1.15,575,Construction,166000.0,1,5.6,Upgrade delivery fleet and cold-storage units,Karnataka,Male,30,0
MSME100228,341000.0,12,10.68,1991000.0,1.23,751,Manufacturing,509000.0,1,3.8,Working capital for raw material procurement,West Bengal,Male,13,1
MSME100229,517000.0,12,18.77,1525000.0,1.43,668,Construction,624000.0,1,13.7,Expand textile weaving unit with additional looms,Karnataka,Male,31,1
MSME100230,433000.0,24,14.64,1211000.0,2.12,642,Food Processing,307000.0,1,9.6,Working capital for raw material procurement,Maharashtra,Female,39,0
MSME100231,568000.0,60,11.06,2169000.0,1.34,730,Retail Trade,379000.0,1,5.2,Purchase of new machinery to expand production capacity,Maharashtra,Female,25,0
MSME100232,795000.0,24,12.83,2004000.0,1.51,598,Agriculture,236000.0,2,3.7,Purchase of new machinery to expand production capacity,Gujarat,Female,21,0
MSME100233,819000.0,24,12.27,4798000.0,0.79,774,Retail Trade,1396000.0,0,4.1,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,35,0
MSME100234,333000.0,60,11.52,1586000.0,1.35,709,IT Services,330000.0,1,6.7,Open a second retail outlet in the district,Uttar Pradesh,Female,19,0
MSME100235,480000.0,24,12.46,2621000.0,2.7,699,Manufacturing,810000.0,0,5.6,Refinance existing high-interest debt and consolidate dues,Kerala,Male,42,0
MSME100236,451000.0,12,14.42,1634000.0,2.5,720,Food Processing,730000.0,0,1.3,Expand textile weaving unit with additional looms,Karnataka,Female,49,0
MSME100237,1415000.0,48,17.16,4726000.0,1.39,714,Manufacturing,445000.0,1,8.3,Working capital for raw material procurement,Maharashtra,Male,29,0
MSME100238,225000.0,48,10.47,747000.0,1.09,698,Retail Trade,110000.0,0,6.4,Working capital for raw material procurement,Maharashtra,Male,54,0
MSME100239,465000.0,48,13.93,1613000.0,1.18,675,Manufacturing,531000.0,0,2.4,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,57,1
MSME100240,3665000.0,36,11.41,6906000.0,1.15,571,Retail Trade,5896000.0,0,9.1,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Male,7,0
MSME100241,1309000.0,60,15.64,3717000.0,1.33,731,Agriculture,2194000.0,0,7.8,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Female,18,0
MSME100242,880000.0,36,15.02,4199000.0,2.64,644,Retail Trade,333000.0,0,1.2,Purchase of new machinery to expand production capacity,Gujarat,Male,41,0
MSME100243,782000.0,60,12.33,4347000.0,0.79,714,Construction,969000.0,0,6.5,Purchase of new machinery to expand production capacity,Kerala,Male,35,0
MSME100244,313000.0,48,11.43,997000.0,1.65,730,Textiles,93000.0,1,4.7,Upgrade delivery fleet and cold-storage units,Maharashtra,Female,23,0
MSME100245,1155000.0,84,11.29,6226000.0,0.37,596,Logistics,1214000.0,1,10.4,Purchase of new machinery to expand production capacity,Uttar Pradesh,Female,43,1
MSME100246,408000.0,60,11.09,1129000.0,0.64,643,Textiles,566000.0,1,14.2,Emergency funds after delayed receivables from buyers,Kerala,Female,58,1
MSME100247,624000.0,48,12.01,3493000.0,1.14,793,Manufacturing,961000.0,1,7.0,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Female,23,0
MSME100248,537000.0,12,12.43,2180000.0,1.21,802,IT Services,289000.0,2,1.8,Purchase of new machinery to expand production capacity,Karnataka,Male,32,0
MSME100249,256000.0,60,16.01,1097000.0,0.95,788,Logistics,378000.0,0,3.9,Refinance existing high-interest debt and consolidate dues,Kerala,Male,30,1
MSME100250,1167000.0,12,17.13,5131000.0,1.53,677,Retail Trade,1026000.0,0,6.3,Refinance existing high-interest debt and consolidate dues,Gujarat,Female,7,1
MSME100251,470000.0,12,16.35,969000.0,0.86,710,Manufacturing,165000.0,1,1.8,Open a second retail outlet in the district,Karnataka,Male,18,1
MSME100252,190000.0,24,14.99,988000.0,2.14,583,Logistics,127000.0,0,1.5,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,58,0
MSME100253,1025000.0,24,13.55,5456000.0,1.62,688,Logistics,1795000.0,0,2.3,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,34,0
MSME100254,1477000.0,84,13.16,3663000.0,0.84,671,Retail Trade,1494000.0,1,4.4,Working capital for raw material procurement,Karnataka,Female,19,0
MSME100255,307000.0,60,12.11,1842000.0,2.42,705,Food Processing,278000.0,0,5.3,Upgrade delivery fleet and cold-storage units,West Bengal,Female,40,0
MSME100256,1161000.0,36,14.98,3544000.0,2.03,684,Agriculture,367000.0,0,9.0,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,3,0
MSME100257,197000.0,24,15.07,417000.0,1.99,711,Manufacturing,162000.0,0,5.7,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,9,0
MSME100258,693000.0,36,10.32,2466000.0,1.13,704,Manufacturing,331000.0,0,2.0,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Male,14,1
MSME100259,890000.0,60,14.71,4628000.0,0.55,683,IT Services,1472000.0,0,8.7,Purchase of new machinery to expand production capacity,Maharashtra,Male,16,1
MSME100260,567000.0,12,10.71,2134000.0,0.58,707,Manufacturing,664000.0,0,4.5,Emergency funds after delayed receivables from buyers,Tamil Nadu,Male,9,0
MSME100261,762000.0,24,13.03,4346000.0,1.07,664,Retail Trade,506000.0,0,4.6,Working capital for raw material procurement,Uttar Pradesh,Male,19,0
MSME100262,596000.0,24,15.12,2865000.0,1.27,772,Agriculture,632000.0,0,4.0,Emergency funds after delayed receivables from buyers,Punjab,Male,36,0
MSME100263,268000.0,48,8.0,1499000.0,1.09,752,Manufacturing,290000.0,1,7.9,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Female,35,0
MSME100264,444000.0,12,17.29,755000.0,2.1,671,Textiles,734000.0,1,5.2,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,3,1
MSME100265,420000.0,36,16.14,1849000.0,0.72,637,IT Services,395000.0,0,8.3,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Male,32,1
MSME100266,680000.0,48,10.03,1792000.0,1.78,657,Construction,763000.0,0,5.4,Open a second retail outlet in the district,Kerala,Male,18,0
MSME100267,1224000.0,48,11.15,4566000.0,2.29,612,Manufacturing,804000.0,2,6.5,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Female,8,1
MSME100268,765000.0,24,9.25,2022000.0,0.4,666,Food Processing,228000.0,0,7.1,Working capital for raw material procurement,Tamil Nadu,Male,40,1
MSME100269,232000.0,84,16.19,1309000.0,2.34,699,Retail Trade,127000.0,1,5.0,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,59,0
MSME100270,420000.0,48,12.24,677000.0,2.84,669,IT Services,219000.0,2,4.4,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,5,0
MSME100271,297000.0,24,11.02,1097000.0,1.5,676,IT Services,449000.0,2,1.2,Working capital for raw material procurement,Punjab,Male,34,0
MSME100272,331000.0,48,12.04,1549000.0,2.37,627,Textiles,566000.0,1,0.2,Upgrade delivery fleet and cold-storage units,Kerala,Male,57,0
MSME100273,1166000.0,36,12.31,4734000.0,1.24,595,IT Services,1671000.0,0,5.8,Working capital for raw material procurement,West Bengal,Male,32,0
MSME100274,444000.0,60,10.34,1377000.0,0.8,652,Manufacturing,95000.0,1,7.2,Open a second retail outlet in the district,Kerala,Male,46,1
MSME100275,1211000.0,48,10.4,6832000.0,1.83,806,Retail Trade,754000.0,0,5.6,Purchase of new machinery to expand production capacity,Maharashtra,Male,42,0
MSME100276,61000.0,36,13.1,146000.0,0.82,749,Food Processing,34000.0,0,6.4,Upgrade delivery fleet and cold-storage units,West Bengal,Male,33,0
MSME100277,829000.0,12,13.49,2752000.0,1.81,711,Retail Trade,545000.0,1,9.2,Purchase of new machinery to expand production capacity,Kerala,Male,5,0
MSME100278,220000.0,60,10.17,429000.0,1.02,591,Retail Trade,311000.0,2,5.2,Purchase of new machinery to expand production capacity,Tamil Nadu,Male,24,0
MSME100279,256000.0,36,14.69,1187000.0,0.43,786,Textiles,365000.0,1,0.5,Open a second retail outlet in the district,Kerala,Female,45,1
MSME100280,1740000.0,36,17.67,8549000.0,1.53,802,Manufacturing,997000.0,1,4.8,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,6,1
MSME100281,233000.0,48,10.18,1173000.0,0.94,611,Construction,197000.0,2,2.4,Purchase of new machinery to expand production capacity,Tamil Nadu,Male,46,1
MSME100282,559000.0,60,13.72,1113000.0,1.55,824,Textiles,572000.0,0,6.3,Bridge a seasonal cash crunch ahead of festival demand,Maharashtra,Male,11,0
MSME100283,189000.0,36,15.84,774000.0,1.29,812,Construction,227000.0,0,7.7,Purchase of new machinery to expand production capacity,Karnataka,Female,31,0
MSME100284,597000.0,36,8.02,3065000.0,1.65,728,Logistics,135000.0,0,2.2,Upgrade delivery fleet and cold-storage units,Karnataka,Female,53,0
MSME100285,3660000.0,12,14.21,10222000.0,1.26,717,Manufacturing,3884000.0,0,3.6,Expand textile weaving unit with additional looms,Kerala,Female,27,0
MSME100286,483000.0,48,8.0,2358000.0,1.23,721,Construction,868000.0,1,2.7,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Male,20,0
MSME100287,361000.0,24,13.69,1165000.0,1.72,608,Textiles,276000.0,1,2.6,Open a second retail outlet in the district,Punjab,Male,2,0
MSME100288,456000.0,12,10.55,2669000.0,1.01,749,Agriculture,781000.0,1,5.1,Expand textile weaving unit with additional looms,Gujarat,Male,32,0
MSME100289,461000.0,24,14.77,2699000.0,1.05,630,Retail Trade,593000.0,0,1.7,Refinance existing high-interest debt and consolidate dues,Maharashtra,Female,13,0
MSME100290,603000.0,36,13.31,1213000.0,1.58,649,Retail Trade,532000.0,0,5.5,Upgrade delivery fleet and cold-storage units,West Bengal,Male,6,0
MSME100291,202000.0,36,14.04,420000.0,1.87,653,Textiles,289000.0,1,5.4,Expand textile weaving unit with additional looms,Punjab,Male,25,0
MSME100292,373000.0,36,11.59,1343000.0,1.38,810,Manufacturing,508000.0,0,1.5,Open a second retail outlet in the district,Gujarat,Male,21,0
MSME100293,468000.0,36,13.65,910000.0,2.83,760,Textiles,178000.0,1,6.0,Working capital for raw material procurement,Uttar Pradesh,Female,57,0
MSME100294,547000.0,36,16.64,1462000.0,2.01,631,IT Services,556000.0,1,3.8,Emergency funds after delayed receivables from buyers,Kerala,Male,41,0
MSME100295,498000.0,36,13.39,2175000.0,1.21,783,Retail Trade,237000.0,2,13.1,Open a second retail outlet in the district,Gujarat,Male,7,1
MSME100296,1047000.0,84,14.65,4271000.0,2.5,719,Logistics,1877000.0,1,5.7,Open a second retail outlet in the district,Karnataka,Male,13,0
MSME100297,885000.0,24,14.52,2170000.0,1.37,783,Retail Trade,1406000.0,0,4.5,Upgrade delivery fleet and cold-storage units,Punjab,Male,19,0
MSME100298,356000.0,12,15.18,1896000.0,1.68,644,Textiles,75000.0,0,2.5,Upgrade delivery fleet and cold-storage units,West Bengal,Female,21,1
MSME100299,235000.0,36,12.81,1027000.0,2.94,651,Retail Trade,423000.0,1,7.6,Refinance existing high-interest debt and consolidate dues,Punjab,Male,26,0
MSME100300,540000.0,36,9.97,1260000.0,1.65,684,Textiles,249000.0,1,2.5,Refinance existing high-interest debt and consolidate dues,Karnataka,Female,22,0
MSME100301,442000.0,12,14.79,1261000.0,1.66,818,Construction,698000.0,1,7.3,Purchase of new machinery to expand production capacity,Maharashtra,Male,36,0
MSME100302,153000.0,36,11.78,540000.0,3.39,759,Textiles,139000.0,0,4.0,Working capital for raw material procurement,Gujarat,Female,10,0
MSME100303,260000.0,48,14.47,629000.0,0.3,679,Construction,424000.0,1,7.8,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,17,1
